,client_id,product_category,product_company,subtype,amount,date,transaction_type
141834,153,6,,Purchase,61,01/03/2020 04:43,Negative
208830,226,one,Yandex.Drive,Purchase,1112,01/03/2020 04:43,Negative
304974,329,nineteen,,Purchase,287,01/03/2020 04:43,Negative
151528,164,2,Auchan,Purchase,482,01/03/2020 04:43,Negative
890553,960,5,PizzaHut,Purchase,470,01/03/2020 04:44,Negative
3515,4,eighteen,,Purchase,2974,01/03/2020 04:44,Negative
684078,737,5,Burger king,Purchase,498,01/03/2020 04:44,Negative
629653,677,6,,Purchase,99,01/03/2020 04:44,Negative
589505,634,6,Arrow,Purchase,94,01/03/2020 04:45,Negative
12929,14,7,Pharmacy VITA Express,Purchase,202,01/03/2020 04:45,Negative
905386,976,5,KFC,Purchase,166,01/03/2020 04:45,Negative
158569,171,6,Moscow subway,Purchase,64,01/03/2020 04:46,Negative
735417,792,6,,Purchase,86,01/03/2020 04:46,Negative
662987,714,one,BelkaCar,Purchase,357,01/03/2020 04:47,Negative
224643,243,5,PizzaHut,Purchase,176,01/03/2020 04:48,Negative
792916,854,28,,Translation,267,01/03/2020 04:49,Negative
228815,247,6,Arrow,Purchase,79,01/03/2020 04:50,Negative
805280,867,28,,Replenishment,2831,01/03/2020 04:52,Positive
161008,174,6,Arrow,Purchase,80,01/03/2020 04:53,Negative
663715,714,10,Theater Magic Lantern,Purchase,617,01/03/2020 04:54,Negative
440967,475,thirteen,H&M,Purchase,9177,01/03/2020 04:54,Negative
813865,877,2,SberMarket,Purchase,2763,01/03/2020 04:54,Negative
335356,363,5,,Purchase,305,01/03/2020 04:54,Negative
722318,778,3,UBER,Purchase,582,01/03/2020 04:55,Negative
904419,975,2,SberMarket,Purchase,999,01/03/2020 04:55,Negative
33874,37,6,Moscow subway,Purchase,70,01/03/2020 04:56,Negative
707992,762,14,IL patio,Purchase,739,01/03/2020 04:56,Negative
774681,835,5,McDonald's,Purchase,532,01/03/2020 04:56,Negative
677491,730,2,Platypus Online,Purchase,4447,01/03/2020 04:56,Negative
345448,373,6,Moscow subway,Purchase,97,01/03/2020 04:56,Negative
32292,35,14,IL patio,Purchase,2873,01/03/2020 04:57,Negative
154898,167,thirteen,H&M,Purchase,6490,01/03/2020 04:57,Negative
316650,342,6,Moscow subway,Purchase,93,01/03/2020 04:58,Negative
153862,166,6,Moscow subway,Purchase,59,01/03/2020 04:58,Negative
827270,891,6,Arrow,Purchase,65,01/03/2020 04:59,Negative
602100,648,2,Yandex.Lavka,Purchase,3199,01/03/2020 04:59,Negative
920117,991,6,,Purchase,96,01/03/2020 05:00,Negative
876349,944,6,,Purchase,77,01/03/2020 05:00,Negative
206772,224,one,Yandex.Drive,Purchase,398,01/03/2020 05:00,Negative
607363,653,6,Arrow,Purchase,66,01/03/2020 05:02,Negative
692462,746,6,Arrow,Purchase,78,01/03/2020 05:02,Negative
433168,467,6,Moscow subway,Purchase,51,01/03/2020 05:02,Negative
767468,827,5,PizzaHut,Purchase,261,01/03/2020 05:03,Negative
96834,104,10,Great Moscow Circus,Purchase,610,01/03/2020 05:04,Negative
101386,109,6,,Purchase,95,01/03/2020 05:04,Negative
117416,126,7,Planet Health,Purchase,566,01/03/2020 05:05,Negative
61008,66,6,Moscow subway,Purchase,94,01/03/2020 05:06,Negative
630670,678,6,Arrow,Purchase,55,01/03/2020 05:06,Negative
433916,468,5,Yakitoria,Purchase,220,01/03/2020 05:07,Negative
865940,933,6,,Purchase,64,01/03/2020 05:07,Negative
245733,266,6,Moscow subway,Purchase,85,01/03/2020 05:07,Negative
605086,651,6,,Purchase,59,01/03/2020 05:09,Negative
236677,256,6,,Purchase,79,01/03/2020 05:09,Negative
19877,22,6,Moscow subway,Purchase,96,01/03/2020 05:09,Negative
543801,586,6,,Purchase,67,01/03/2020 05:09,Negative
910992,982,3,GETT,Purchase,915,01/03/2020 05:10,Negative
159659,172,10,Great Moscow Circus,Purchase,200,01/03/2020 05:11,Negative
367066,396,6,Arrow,Purchase,69,01/03/2020 05:11,Negative
107978,116,6,Moscow subway,Purchase,92,01/03/2020 05:12,Negative
798297,860,10,Great Moscow Circus,Purchase,222,01/03/2020 05:13,Negative
95083,102,sixteen,,Purchase,648,01/03/2020 05:13,Negative
863250,930,6,Arrow,Purchase,74,01/03/2020 05:14,Negative
852466,918,6,,Purchase,59,01/03/2020 05:15,Negative
243061,263,6,,Purchase,71,01/03/2020 05:16,Negative
928864,1000,eleven,BritVa Barbershop,Purchase,1781,01/03/2020 05:16,Negative
650842,700,6,Moscow subway,Purchase,98,01/03/2020 05:16,Negative
499932,538,15,Lukoil gas station,Purchase,1787,01/03/2020 05:17,Negative
235875,255,6,Arrow,Purchase,71,01/03/2020 05:17,Negative
513654,553,thirteen,Marks & Spencer,Purchase,8269,01/03/2020 05:18,Negative
123297,133,6,Moscow subway,Purchase,61,01/03/2020 05:19,Negative
830121,894,6,Arrow,Purchase,72,01/03/2020 05:19,Negative
255029,276,5,PizzaHut,Purchase,410,01/03/2020 05:19,Negative
219960,237,15,Gas station GAZPROM,Purchase,1972,01/03/2020 05:20,Negative
485551,523,eight,Karo Film,Purchase,489,01/03/2020 05:22,Negative
45592,49,14,Own company,Purchase,657,01/03/2020 05:23,Negative
119818,129,6,,Purchase,60,01/03/2020 05:23,Negative
738799,795,28,,Replenishment,2021,01/03/2020 05:24,Positive
433811,468,one,Yandex.Drive,Purchase,820,03/01/2020 05:25,Negative
526650,567,28,,Replenishment,1327,03/01/2020 05:25,Positive
771784,831,eighteen,,Purchase,1503,03/01/2020 05:25,Negative
605715,651,28,,Translation,122,01/03/2020 05:26,Negative
325222,352,2,Yandex.Lavka,Purchase,3337,01/03/2020 05:26,Negative
436594,471,5,Yakitoria,Purchase,347,01/03/2020 05:26,Negative
810374,873,5,McDonald's,Purchase,201,01/03/2020 05:27,Negative
505029,544,6,,Purchase,65,01/03/2020 05:28,Negative
553925,596,28,,Translation,2646,01/03/2020 05:29,Negative
907918,978,eleven,Cosmetic center,Purchase,2411,01/03/2020 05:29,Negative
679748,732,6,Arrow,Purchase,98,01/03/2020 05:29,Negative
654077,704,6,Moscow subway,Purchase,95,01/03/2020 05:30,Negative
61040,66,14,Solo Burger Bar,Purchase,2499,01/03/2020 05:30,Negative
481128,519,3,Citymobil,Purchase,211,01/03/2020 05:30,Negative
432641,466,10,Bowling Club Scooter,Purchase,291,01/03/2020 05:31,Negative
35362,38,eighteen,,Purchase,2085,03/01/2020 05:32,Negative
616908,663,28,,Translation,2258,03/01/2020 05:32,Negative
20393,22,thirteen,Zara,Purchase,8127,01/03/2020 05:33,Negative
7444,eight,eighteen,,Purchase,2955,01/03/2020 05:33,Negative
300105,324,7,Planet Health,Purchase,286,01/03/2020 05:33,Negative
918506,989,28,,Replenishment,646,01/03/2020 05:34,Positive
555349,598,6,Arrow,Purchase,68,01/03/2020 05:36,Negative
532348,573,28,,Translation,379,01/03/2020 05:36,Negative
582673,627,6,,Purchase,86,01/03/2020 05:36,Negative
41525,45,6,,Purchase,88,01/03/2020 05:36,Negative
279781,303,5,KFC,Purchase,242,01/03/2020 05:37,Negative
626794,674,6,,Purchase,84,01/03/2020 05:38,Negative
718905,774,5,KFC,Purchase,194,01/03/2020 05:38,Negative
151938,164,6,Arrow,Purchase,70,01/03/2020 05:38,Negative
167900,181,28,,Replenishment,1309,01/03/2020 05:40,Positive
290483,314,6,Arrow,Purchase,92,01/03/2020 05:41,Negative
444878,479,28,,Replenishment,1420,01/03/2020 05:41,Positive
860234,927,5,Dodo Pizza,Purchase,302,01/03/2020 05:41,Negative
181089,196,14,Own company,Purchase,1875,01/03/2020 05:41,Negative
842916,908,3,GETT,Purchase,831,01/03/2020 05:42,Negative
420386,453,14,IL patio,Purchase,2348,01/03/2020 05:42,Negative
844098,909,6,,Purchase,96,01/03/2020 05:43,Negative
241123,261,5,Yakitoria,Purchase,499,01/03/2020 05:43,Negative
83042,89,28,,Replenishment,1393,01/03/2020 05:43,Positive
435077,469,6,Arrow,Purchase,78,01/03/2020 05:43,Negative
586406,631,6,,Purchase,52,01/03/2020 05:44,Negative
777567,838,5,PizzaHut,Purchase,363,01/03/2020 05:44,Negative
792060,854,2,Auchan,Purchase,2434,01/03/2020 05:44,Negative
355332,383,21,,Purchase,3772,01/03/2020 05:45,Negative
391716,422,6,Moscow subway,Purchase,82,01/03/2020 05:45,Negative
113487,122,6,Moscow subway,Purchase,73,01/03/2020 05:46,Negative
472463,509,9,CENTURY OF DEVELOPMENT,Purchase,495,01/03/2020 05:46,Negative
39714,43,6,,Purchase,78,01/03/2020 05:46,Negative
100627,108,eight,Okko,Purchase,370,01/03/2020 05:48,Negative
634587,683,one,Yandex.Drive,Purchase,545,01/03/2020 05:49,Negative
902189,972,thirteen,WILDBERRIES,Purchase,3832,01/03/2020 05:49,Negative
679954,732,15,Lukoil gas station,Purchase,1720,01/03/2020 05:49,Negative
565769,609,6,,Purchase,87,01/03/2020 05:50,Negative
148973,161,6,Moscow subway,Purchase,58,01/03/2020 05:51,Negative
779574,840,6,,Purchase,65,01/03/2020 05:51,Negative
908325,979,3,Kiwi Taxi,Purchase,607,01/03/2020 05:53,Negative
17182,nineteen,6,,Purchase,81,01/03/2020 05:53,Negative
404096,436,2,SberMarket,Purchase,2727,01/03/2020 05:54,Negative
135505,146,6,Moscow subway,Purchase,75,01/03/2020 05:56,Negative
448852,484,5,McDonald's,Purchase,260,01/03/2020 05:57,Negative
657397,708,5,McDonald's,Purchase,161,01/03/2020 05:58,Negative
647262,696,14,Own company,Purchase,923,01/03/2020 05:59,Negative
404775,436,14,Skala Cafe,Purchase,2691,01/03/2020 06:00,Negative
551529,594,14,Miraj Restaurant,Purchase,2351,01/03/2020 06:00,Negative
272672,295,6,Arrow,Purchase,72,01/03/2020 06:00,Negative
770774,830,10,Theater Magic Lantern,Purchase,590,01/03/2020 06:01,Negative
210960,228,6,Arrow,Purchase,74,01/03/2020 06:01,Negative
347,one,6,,Purchase,74,01/03/2020 06:02,Negative
704656,759,5,Tanuki,Purchase,547,01/03/2020 06:02,Negative
42559,46,6,Arrow,Purchase,99,01/03/2020 06:04,Negative
750191,808,6,,Purchase,66,01/03/2020 06:05,Negative
543812,586,6,,Purchase,75,01/03/2020 06:05,Negative
565247,608,28,,Translation,750,01/03/2020 06:06,Negative
712563,767,6,Moscow subway,Purchase,89,01/03/2020 06:07,Negative
116780,126,2,Auchan,Purchase,804,01/03/2020 06:07,Negative
791151,853,5,Tanuki,Purchase,248,01/03/2020 06:07,Negative
107356,115,15,ROSNEFT,Purchase,1627,01/03/2020 06:08,Negative
828327,892,6,Moscow subway,Purchase,80,03/01/2020 06:10,Negative
345675,373,6,Moscow subway,Purchase,59,03/01/2020 06:11,Negative
269931,292,6,Moscow subway,Purchase,53,03/01/2020 06:11,Negative
651793,701,14,Miraj Restaurant,Purchase,580,03/01/2020 06:11,Negative
209320,226,6,Arrow,Purchase,65,03/01/2020 06:12,Negative
496066,534,eleven,Rive Gauche,Purchase,1288,03/01/2020 06:12,Negative
649124,698,14,IL patio,Purchase,2980,01/03/2020 06:13,Negative
7212,eight,eight,Karo Film,Purchase,495,03/01/2020 06:14,Negative
358817,387,6,Arrow,Purchase,77,03/01/2020 06:15,Negative
656620,707,6,Moscow subway,Purchase,83,03/01/2020 06:15,Negative
223081,241,6,Moscow subway,Purchase,75,01/03/2020 06:16,Negative
142446,154,3,GETT,Purchase,900,01/03/2020 06:16,Negative
199712,216,6,Arrow,Purchase,74,01/03/2020 06:16,Negative
360605,389,6,,Purchase,63,03/01/2020 06:17,Negative
370971,400,6,Moscow subway,Purchase,76,03/01/2020 06:17,Negative
158346,171,6,,Purchase,69,01/03/2020 06:19,Negative
901651,972,5,Tanuki,Purchase,315,01/03/2020 06:20,Negative
526823,568,2,SberMarket,Purchase,4681,01/03/2020 06:20,Negative
610915,657,6,Arrow,Purchase,56,01/03/2020 06:20,Negative
476085,513,thirteen,Zara,Purchase,6334,01/03/2020 06:20,Negative
554807,597,28,,Translation,1108,03/01/2020 06:21,Negative
155206,168,one,Youdrive,Purchase,626,01/03/2020 06:23,Negative
251009,271,28,,Replenishment,447,03/01/2020 06:24,Positive
794601,856,eighteen,,Purchase,2881,03/01/2020 06:24,Negative
432937,467,one,Delimobil,Purchase,1080,03/01/2020 06:24,Negative
132833,143,6,Moscow subway,Purchase,74,03/01/2020 06:24,Negative
60748,66,6,Arrow,Purchase,94,03/01/2020 06:24,Negative
296418,320,6,,Purchase,52,03/01/2020 06:24,Negative
532710,574,6,Arrow,Purchase,93,03/01/2020 06:25,Negative
296011,320,5,Tanuki,Purchase,599,03/01/2020 06:27,Negative
850738,916,10,Theater Magic Lantern,Purchase,761,03/01/2020 06:27,Negative
410146,442,28,,Replenishment,2461,03/01/2020 06:27,Positive
512277,552,5,Tanuki,Purchase,521,03/01/2020 06:27,Negative
327139,354,6,,Purchase,61,03/01/2020 06:28,Negative
801121,863,14,Miraj Restaurant,Purchase,1739,03/01/2020 06:28,Negative
299715,324,5,Dodo Pizza,Purchase,572,03/01/2020 06:28,Negative
240426,260,6,Arrow,Purchase,90,01/03/2020 06:30,Negative
508394,548,2,Crossroads,Purchase,692,01/03/2020 06:30,Negative
88497,95,15,ROSNEFT,Purchase,1651,03/01/2020 06:31,Negative
25426,28,6,Arrow,Purchase,88,03/01/2020 06:31,Negative
790503,852,6,,Purchase,92,03/01/2020 06:31,Negative
228901,247,6,Arrow,Purchase,59,01/03/2020 06:33,Negative
175044,190,one,Youdrive,Purchase,536,01/03/2020 06:33,Negative
827922,892,2,Platypus Online,Purchase,3493,01/03/2020 06:33,Negative
726956,783,5,Yakitoria,Purchase,365,03/01/2020 06:34,Negative
538109,580,2,Auchan,Purchase,3457,01/03/2020 06:35,Negative
444950,479,28,,Replenishment,2732,01/03/2020 06:35,Positive
545492,588,2,Platypus Online,Purchase,3404,01/03/2020 06:36,Negative
612435,659,2,SberMarket,Purchase,1522,01/03/2020 06:36,Negative
52883,57,6,,Purchase,56,01/03/2020 06:36,Negative
839067,903,28,,Translation,2517,01/03/2020 06:36,Negative
34477,37,28,,Replenishment,337,03/01/2020 06:37,Positive
716053,771,5,Tanuki,Purchase,269,01/03/2020 06:38,Negative
775878,836,6,Moscow subway,Purchase,73,01/03/2020 06:38,Negative
883039,952,one,Youdrive,Purchase,622,01/03/2020 06:39,Negative
166401,180,6,,Purchase,71,01/03/2020 06:40,Negative
215976,233,7,Planet Health,Purchase,241,03/01/2020 06:41,Negative
259081,280,thirteen,Marks & Spencer,Purchase,6985,03/01/2020 06:42,Negative
358944,387,eleven,Rive Gauche,Purchase,1707,03/01/2020 06:42,Negative
876602,944,10,Theater Magic Lantern,Purchase,663,03/01/2020 06:42,Negative
502697,541,7,Pharmacy VITA Express,Purchase,382,03/01/2020 06:43,Negative
188501,204,10,Great Moscow Circus,Purchase,363,01/03/2020 06:44,Negative
638694,687,6,Moscow subway,Purchase,78,01/03/2020 06:44,Negative
111965,120,nineteen,,Purchase,1594,01/03/2020 06:44,Negative
617335,664,6,Arrow,Purchase,53,01/03/2020 06:44,Negative
917348,988,7,36.6,Purchase,169,03/01/2020 06:45,Negative
875711,943,eleven,Rive Gauche,Purchase,1002,03/01/2020 06:46,Negative
607372,653,6,,Purchase,88,03/01/2020 06:46,Negative
927114,998,sixteen,,Purchase,1321,01/03/2020 06:47,Negative
455210,491,5,,Purchase,462,01/03/2020 06:47,Negative
373261,403,2,SberMarket,Purchase,1226,01/03/2020 06:47,Negative
866689,934,5,McDonald's,Purchase,435,03/01/2020 06:48,Negative
783776,845,5,Dodo Pizza,Purchase,323,03/01/2020 06:48,Negative
588720,633,thirteen,Bershka,Purchase,2673,01/03/2020 06:49,Negative
547075,589,9,CENTURY OF DEVELOPMENT,Purchase,276,01/03/2020 06:49,Negative
479479,517,6,,Purchase,55,01/03/2020 06:49,Negative
60732,66,6,,Purchase,71,01/03/2020 06:49,Negative
320114,346,6,Moscow subway,Purchase,90,03/01/2020 06:50,Negative
527999,569,6,,Purchase,98,01/03/2020 06:51,Negative
650097,699,thirteen,H&M,Purchase,1257,01/03/2020 06:51,Negative
78724,85,6,Arrow,Purchase,96,01/03/2020 06:52,Negative
100749,108,sixteen,,Purchase,705,01/03/2020 06:52,Negative
117208,126,6,Moscow subway,Purchase,77,01/03/2020 06:53,Negative
916690,988,3,Kiwi Taxi,Purchase,278,01/03/2020 06:55,Negative
214365,231,28,,Translation,1522,01/03/2020 06:55,Negative
899303,969,thirteen,Zara,Purchase,2092,01/03/2020 06:56,Negative
12819,14,thirteen,Bershka,Purchase,3051,01/03/2020 06:56,Negative
922781,994,6,Arrow,Purchase,59,01/03/2020 06:56,Negative
263734,285,thirteen,Lamoda,Purchase,4662,01/03/2020 06:57,Negative
669392,720,28,,Replenishment,862,01/03/2020 06:57,Positive
557262,600,7,36.6,Purchase,521,01/03/2020 06:59,Negative
489618,527,28,,Translation,175,01/03/2020 06:59,Negative
864919,932,5,,Purchase,523,01/03/2020 06:59,Negative
819496,883,2,Platypus Online,Purchase,4260,01/03/2020 07:02,Negative
512474,552,6,Arrow,Purchase,59,01/03/2020 07:02,Negative
533792,575,6,Arrow,Purchase,90,01/03/2020 07:05,Negative
693873,748,one,Youdrive,Purchase,408,01/03/2020 07:05,Negative
206798,224,2,Billa,Purchase,4464,01/03/2020 07:05,Negative
235110,254,6,Moscow subway,Purchase,77,01/03/2020 07:06,Negative
480572,518,6,Arrow,Purchase,92,01/03/2020 07:07,Negative
27210,thirty,6,,Purchase,71,01/03/2020 07:07,Negative
386444,417,3,Citymobil,Purchase,447,01/03/2020 07:07,Negative
506478,545,28,,Translation,1633,01/03/2020 07:08,Negative
105023,113,6,,Purchase,73,01/03/2020 07:08,Negative
398667,429,28,,Replenishment,2736,01/03/2020 07:08,Positive
925954,997,10,Bowling Club Scooter,Purchase,518,01/03/2020 07:09,Negative
298795,323,2,Yandex.Lavka,Purchase,4570,01/03/2020 07:10,Negative
328599,355,17,,Purchase,23604,01/03/2020 07:11,Negative
909416,980,6,Moscow subway,Purchase,63,01/03/2020 07:11,Negative
873136,941,3,GETT,Purchase,506,01/03/2020 07:12,Negative
256357,277,10,Theater Magic Lantern,Purchase,531,01/03/2020 07:12,Negative
295344,319,6,Arrow,Purchase,85,01/03/2020 07:13,Negative
578943,623,6,,Purchase,83,01/03/2020 07:13,Negative
57885,63,5,,Purchase,304,01/03/2020 07:13,Negative
192831,209,6,Moscow subway,Purchase,67,01/03/2020 07:15,Negative
152707,165,6,,Purchase,77,01/03/2020 07:15,Negative
124150,134,5,Dodo Pizza,Purchase,368,01/03/2020 07:16,Negative
186822,202,nineteen,,Purchase,1345,01/03/2020 07:16,Negative
581891,626,6,,Purchase,59,01/03/2020 07:17,Negative
259535,281,5,PizzaHut,Purchase,521,01/03/2020 07:18,Negative
820373,883,28,,Translation,1906,01/03/2020 07:19,Negative
163844,177,6,Arrow,Purchase,58,01/03/2020 07:21,Negative
869472,937,5,PizzaHut,Purchase,596,01/03/2020 07:21,Negative
894649,964,10,Bowling Club Scooter,Purchase,272,01/03/2020 07:21,Negative
122406,132,6,,Purchase,71,01/03/2020 07:21,Negative
341885,369,sixteen,,Purchase,1358,01/03/2020 07:21,Negative
732189,788,10,Coral pool,Purchase,507,01/03/2020 07:21,Negative
53931,58,eleven,Cosmetic center,Purchase,943,01/03/2020 07:22,Negative
3488,4,21,,Purchase,2087,01/03/2020 07:22,Negative
668076,719,6,Moscow subway,Purchase,70,01/03/2020 07:22,Negative
81282,88,3,GETT,Purchase,676,01/03/2020 07:24,Negative
485500,523,6,Moscow subway,Purchase,67,01/03/2020 07:25,Negative
229335,248,5,Dodo Pizza,Purchase,153,01/03/2020 07:26,Negative
268534,291,one,BelkaCar,Purchase,606,01/03/2020 07:26,Negative
471005,508,5,KFC,Purchase,190,01/03/2020 07:27,Negative
408754,441,6,,Purchase,87,01/03/2020 07:28,Negative
372038,401,eight,Cinema Pobeda,Purchase,423,01/03/2020 07:28,Negative
457356,493,6,,Purchase,60,01/03/2020 07:28,Negative
482110,520,2,Yandex.Lavka,Purchase,4568,01/03/2020 07:30,Negative
60206,65,9,CENTURY OF DEVELOPMENT,Purchase,544,01/03/2020 07:30,Negative
490873,529,6,Arrow,Purchase,95,01/03/2020 07:31,Negative
509943,549,10,Bowling Club Scooter,Purchase,382,01/03/2020 07:32,Negative
228336,247,3,UBER,Purchase,854,01/03/2020 07:32,Negative
591197,636,6,Moscow subway,Purchase,53,01/03/2020 07:32,Negative
645762,695,2,SberMarket,Purchase,424,01/03/2020 07:34,Negative
792256,854,6,,Purchase,90,01/03/2020 07:34,Negative
684124,737,5,,Purchase,576,01/03/2020 07:35,Negative
525341,566,6,Arrow,Purchase,65,01/03/2020 07:36,Negative
896998,967,5,Burger king,Purchase,405,01/03/2020 07:36,Negative
89650,96,28,,Translation,2093,01/03/2020 07:37,Negative
130800,141,5,,Purchase,209,01/03/2020 07:37,Negative
928022,999,28,,Translation,1948,01/03/2020 07:38,Negative
559784,603,5,Tanuki,Purchase,300,01/03/2020 07:40,Negative
588244,633,6,Arrow,Purchase,59,01/03/2020 07:41,Negative
44569,48,6,Arrow,Purchase,91,01/03/2020 07:42,Negative
199979,216,14,Own company,Purchase,1216,01/03/2020 07:44,Negative
48830,53,5,Yakitoria,Purchase,490,01/03/2020 07:45,Negative
666904,718,5,Dodo Pizza,Purchase,383,01/03/2020 07:45,Negative
784792,846,6,Arrow,Purchase,86,01/03/2020 07:46,Negative
752589,811,5,Tanuki,Purchase,408,01/03/2020 07:46,Negative
479936,517,twenty,,Purchase,2905,01/03/2020 07:47,Negative
497578,536,6,,Purchase,89,01/03/2020 07:48,Negative
105229,113,9,Read-city,Purchase,432,01/03/2020 07:48,Negative
102355,110,6,Moscow subway,Purchase,90,01/03/2020 07:49,Negative
500962,539,sixteen,,Purchase,646,01/03/2020 07:49,Negative
515775,556,one,BelkaCar,Purchase,981,01/03/2020 07:50,Negative
796676,859,one,Delimobil,Purchase,715,01/03/2020 07:51,Negative
350192,378,6,Moscow subway,Purchase,84,01/03/2020 07:52,Negative
603648,649,eighteen,,Purchase,2347,01/03/2020 07:52,Negative
873717,941,10,Coral pool,Purchase,685,01/03/2020 07:53,Negative
718555,773,28,,Replenishment,699,01/03/2020 07:53,Positive
728217,784,6,,Purchase,71,01/03/2020 07:54,Negative
316829,342,6,Moscow subway,Purchase,one hundred,01/03/2020 07:54,Negative
558301,601,thirteen,Marks & Spencer,Purchase,8204,01/03/2020 07:54,Negative
479597,517,6,Moscow subway,Purchase,78,03/01/2020 07:55,Negative
45368,49,6,Moscow subway,Purchase,69,03/01/2020 07:55,Negative
63870,69,6,Moscow subway,Purchase,95,03/01/2020 07:55,Negative
352803,381,5,,Purchase,249,01/03/2020 07:56,Negative
11423,thirteen,5,McDonald's,Purchase,150,01/03/2020 07:56,Negative
788095,849,28,,Translation,1319,01/03/2020 07:56,Negative
